group,sentence,verb,construction
66,Michael pulled the window through the hole.,pulled,caused-motion
66,David got the book into the plane.,got,caused-motion
66,Eric punched the table through the air.,punched,caused-motion
66,Henry tore the wall onto the elevator.,tore,caused-motion
66,James pulled the door open.,pulled,resultative
66,Harry got the fridge open.,got,resultative
66,Mike punched the door shut.,punched,resultative
66,Thomas tore the laptop apart.,tore,resultative
67,James pulled the door.,pulled,transitive
67,John got the ball.,got,transitive
67,Michael pushed the door.,pushed,transitive
67,David hit the door.,hit,transitive
67,Jack pulled Harry the ball.,pulled,ditransitive
67,Mike got Andrew the fridge.,got,ditransitive
67,Tom pushed Eric the laptop.,pushed,ditransitive
67,Paul hit Henry the window.,hit,ditransitive
67,Bill pulled the window onto the elevator.,pulled,caused-motion
67,Sam got the door onto the roof.,got,caused-motion
67,Steve pushed the fridge over the fence.,pushed,caused-motion
67,Thomas hit the wall over the balcony.,hit,caused-motion
67,Bob pulled the tree down.,pulled,resultative
67,George got the book closed.,got,resultative
67,Adam pushed the window open.,pushed,resultative
67,Frank hit the fridge open.,hit,resultative
68,Michael hit the fridge.,hit,transitive
68,Harry tore the bread.,tore,transitive
68,Steve sliced the ball.,sliced,transitive
68,Tom cut the tree.,cut,transitive
68,Mike hit David the door.,hit,ditransitive
68,Eric tore Sam the tree.,tore,ditransitive
68,Henry sliced Jack the box.,sliced,ditransitive
68,Andrew cut Bill the ball.,cut,ditransitive
68,Bob hit the wall into the net.,hit,caused-motion
68,Frank tore the wall into the water.,tore,caused-motion
68,James sliced the bread into the plane.,sliced,caused-motion
68,George cut the box to the hospital.,cut,caused-motion
68,Adam hit the window open.,hit,resultative
68,John tore the laptop apart.,tore,resultative
68,Thomas sliced the book apart.,sliced,resultative
68,Paul cut the bread apart.,cut,resultative
69,Frank kicked the door.,kicked,transitive
69,Michael got the fridge.,got,transitive
69,Harry threw the window.,threw,transitive
69,Henry pushed the fridge.,pushed,transitive
69,George kicked Eric the box.,kicked,ditransitive
69,Adam got Tom the ball.,got,ditransitive
69,Paul threw Mike the laptop.,threw,ditransitive
69,Bill pushed Jack the window.,pushed,ditransitive
69,John kicked the ball to the hospital.,kicked,caused-motion
69,Thomas got the book into the plane.,got,caused-motion
69,Steve threw the box over the fence.,threw,caused-motion
69,David pushed the door over the balcony.,pushed,caused-motion
69,Sam kicked the wall down.,kicked,resultative
69,Bob got the door open.,got,resultative
69,James threw the book open.,threw,resultative
69,Andrew pushed the laptop shut.,pushed,resultative
70,Bill pushed the window.,pushed,transitive
70,Michael cut the ball.,cut,transitive
70,Paul tore the laptop.,tore,transitive
70,George kicked the ball.,kicked,transitive
70,Harry pushed Thomas the door.,pushed,ditransitive
70,Jack cut James the bread.,cut,ditransitive
70,John tore Adam the bread.,tore,ditransitive
70,Tom kicked Eric the wall.,kicked,ditransitive
70,Bob pushed the fridge over the balcony.,pushed,caused-motion
70,Henry cut the box to the beach.,cut,caused-motion
70,Steve tore the wall onto the bed.,tore,caused-motion
70,Sam kicked the door off the bridge.,kicked,caused-motion
70,Andrew pushed the laptop shut.,pushed,resultative
70,Mike cut the tree down.,cut,resultative
70,Frank tore the tree down.,tore,resultative
70,David kicked the box apart.,kicked,resultative
71,Eric pushed the fridge.,pushed,transitive
71,Steve sliced the book.,sliced,transitive
71,Jack cut the tree.,cut,transitive
71,David tore the tree.,tore,transitive
71,Frank pushed Andrew the window.,pushed,ditransitive
71,Sam sliced Tom the ball.,sliced,ditransitive
71,Paul cut George the bread.,cut,ditransitive
71,Henry tore Michael the bread.,tore,ditransitive
71,John pushed the door into the water.,pushed,caused-motion
71,Bill sliced the box into the house.,sliced,caused-motion
71,Thomas cut the box over the fence.,cut,caused-motion
71,Harry tore the wall to the beach.,tore,caused-motion
71,Bob pushed the laptop shut.,pushed,resultative
71,Mike sliced the bread apart.,sliced,resultative
71,Adam cut the ball open.,cut,resultative
71,James tore the laptop apart.,tore,resultative
72,Sam kicked the wall.,kicked,transitive
72,Bill hit the wall.,hit,transitive
72,David got the door.,got,transitive
72,John cut the tree.,cut,transitive
72,Mike kicked Frank the box.,kicked,ditransitive
72,Henry hit Steve the window.,hit,ditransitive
72,Adam got Andrew the ball.,got,ditransitive
72,Eric cut Jack the bread.,cut,ditransitive
72,James kicked the ball over the balcony.,kicked,caused-motion
72,Michael hit the fridge to the beach.,hit,caused-motion
72,Paul got the book into the house.,got,caused-motion
72,Bob cut the ball into the plane.,cut,caused-motion
72,George kicked the door open.,kicked,resultative
72,Thomas hit the door open.,hit,resultative
72,Harry got the fridge open.,got,resultative
72,Tom cut the box open.,cut,resultative
73,Tom kicked the wall.,kicked,transitive
73,Harry sliced the box.,sliced,transitive
73,Paul cut the tree.,cut,transitive
73,Bill threw the book.,threw,transitive
73,Frank kicked Andrew the door.,kicked,ditransitive
73,Thomas sliced James the ball.,sliced,ditransitive
73,Jack cut Bob the bread.,cut,ditransitive
73,Mike threw David the window.,threw,ditransitive
73,Eric kicked the box over the balcony.,kicked,caused-motion
73,John sliced the bread into the plane.,sliced,caused-motion
73,Adam cut the box into the water.,cut,caused-motion
73,Henry threw the laptop off the bridge.,threw,caused-motion
73,Sam kicked the ball free.,kicked,resultative
73,Steve sliced the book apart.,sliced,resultative
73,George cut the ball open.,cut,resultative
73,Michael threw the box open.,threw,resultative
74,Adam kicked the box.,kicked,transitive
74,Thomas tore the wall.,tore,transitive
74,Sam got the fridge.,got,transitive
74,Frank cut the box.,cut,transitive
74,James kicked Bill the door.,kicked,ditransitive
74,Henry tore Steve the bread.,tore,ditransitive
74,John got David the book.,got,ditransitive
74,Eric cut Mike the bread.,cut,ditransitive
74,Paul kicked the wall off the bridge.,kicked,caused-motion
74,Harry tore the laptop through the hole.,tore,caused-motion
74,Bob got the ball onto the roof.,got,caused-motion
74,George cut the tree into the plane.,cut,caused-motion
74,Michael kicked the ball free.,kicked,resultative
74,Andrew tore the tree down.,tore,resultative
74,Jack got the door open.,got,resultative
74,Tom cut the ball open.,cut,resultative
75,Thomas punched the book.,punched,transitive
75,Bob got the ball.,got,transitive
75,John pushed the window.,pushed,transitive
75,James hit the wall.,hit,transitive
75,George punched Frank the wall.,punched,ditransitive
75,Tom got Sam the book.,got,ditransitive
75,David pushed Harry the door.,pushed,ditransitive
75,Eric hit Jack the window.,hit,ditransitive
75,Michael punched the table over the fence.,punched,caused-motion
75,Mike got the fridge into the plane.,got,caused-motion
75,Bill pushed the laptop to the beach.,pushed,caused-motion
75,Henry hit the fridge off the bridge.,hit,caused-motion
75,Andrew punched the door shut.,punched,resultative
75,Paul got the door open.,got,resultative
75,Steve pushed the fridge open.,pushed,resultative
75,Adam hit the door open.,hit,resultative
76,Bill pushed the window.,pushed,transitive
76,Adam hit the wall.,hit,transitive
76,Michael kicked the wall.,kicked,transitive
76,George pulled the window.,pulled,transitive
76,John pushed Thomas the laptop.,pushed,ditransitive
76,Jack hit Sam the window.,hit,ditransitive
76,James kicked Paul the door.,kicked,ditransitive
76,Harry pulled Eric the ball.,pulled,ditransitive
76,Frank pushed the fridge over the balcony.,pushed,caused-motion
76,Henry hit the door off the bus.,hit,caused-motion
76,Bob kicked the box into the house.,kicked,caused-motion
76,Andrew pulled the door through the forest.,pulled,caused-motion
76,Steve pushed the door shut.,pushed,resultative
76,David hit the fridge open.,hit,resultative
76,Mike kicked the ball free.,kicked,resultative
76,Tom pulled the tree down.,pulled,resultative
77,Paul tore the bread.,tore,transitive
77,Tom punched the book.,punched,transitive
77,Frank cut the bread.,cut,transitive
77,Thomas pushed the laptop.,pushed,transitive
77,James tore Michael the wall.,tore,ditransitive
77,Andrew punched Henry the door.,punched,ditransitive
77,George cut Jack the tree.,cut,ditransitive
77,Steve pushed Mike the window.,pushed,ditransitive
77,Harry tore the tree into the water.,tore,caused-motion
77,David punched the table to the airport.,punched,caused-motion
77,John cut the box through the forest.,cut,caused-motion
77,Adam pushed the door into the plane.,pushed,caused-motion
77,Bill tore the laptop apart.,tore,resultative
77,Eric punched the wall down.,punched,resultative
77,Bob cut the ball open.,cut,resultative
77,Sam pushed the fridge open.,pushed,resultative
78,James pulled the ball.,pulled,transitive
78,Mike got the book.,got,transitive
78,Sam hit the fridge.,hit,transitive
78,George threw the window.,threw,transitive
78,Thomas pulled Eric the door.,pulled,ditransitive
78,Bill got Adam the ball.,got,ditransitive
78,Andrew hit Michael the wall.,hit,ditransitive
78,Harry threw Steve the book.,threw,ditransitive
78,Jack pulled the tree over the fence.,pulled,caused-motion
78,John got the fridge to the airport.,got,caused-motion
78,Frank hit the window off the bus.,hit,caused-motion
78,Henry threw the box through the air.,threw,caused-motion
78,Paul pulled the window open.,pulled,resultative
78,Tom got the door open.,got,resultative
78,David hit the door open.,hit,resultative
78,Bob threw the laptop apart.,threw,resultative
79,John hit the wall.,hit,transitive
79,Thomas pushed the door.,pushed,transitive
79,Bill kicked the box.,kicked,transitive
79,Bob threw the box.,threw,transitive
79,Paul hit Mike the window.,hit,ditransitive
79,Jack pushed Henry the fridge.,pushed,ditransitive
79,Sam kicked James the wall.,kicked,ditransitive
79,Harry threw Adam the window.,threw,ditransitive
79,George hit the door through the hole.,hit,caused-motion
79,Eric pushed the window through the forest.,pushed,caused-motion
79,Frank kicked the door into the net.,kicked,caused-motion
79,David threw the book into the house.,threw,caused-motion
79,Michael hit the fridge open.,hit,resultative
79,Steve pushed the laptop shut.,pushed,resultative
79,Tom kicked the ball free.,kicked,resultative
79,Andrew threw the laptop apart.,threw,resultative
80,Jack got the book.,got,transitive
80,Henry hit the fridge.,hit,transitive
80,David cut the tree.,cut,transitive
80,Adam threw the book.,threw,transitive
80,Michael got Thomas the door.,got,ditransitive
80,Paul hit Tom the wall.,hit,ditransitive
80,John cut James the ball.,cut,ditransitive
80,Harry threw Mike the window.,threw,ditransitive
80,Steve got the ball to the hospital.,got,caused-motion
80,Bill hit the window onto the elevator.,hit,caused-motion
80,Frank cut the box onto the roof.,cut,caused-motion
80,Andrew threw the laptop over the balcony.,threw,caused-motion
80,Eric got the fridge open.,got,resultative
80,Sam hit the door open.,hit,resultative
80,Bob cut the bread apart.,cut,resultative
80,George threw the box open.,threw,resultative
81,Andrew kicked the wall.,kicked,transitive
81,Paul tore the wall.,tore,transitive
81,Henry pulled the tree.,pulled,transitive
81,Michael hit the window.,hit,transitive
81,Frank kicked Steve the box.,kicked,ditransitive
81,David tore Bill the tree.,tore,ditransitive
81,Mike pulled Jack the ball.,pulled,ditransitive
81,Eric hit Adam the fridge.,hit,ditransitive
81,Thomas kicked the ball onto the elevator.,kicked,caused-motion
81,Bob tore the bread to the airport.,tore,caused-motion
81,Tom pulled the door off the bus.,pulled,caused-motion
81,George hit the wall through the air.,hit,caused-motion
81,James kicked the door open.,kicked,resultative
81,Harry tore the laptop apart.,tore,resultative
81,Sam pulled the window open.,pulled,resultative
81,John hit the door open.,hit,resultative
82,Frank threw the box.,threw,transitive
82,Mike pushed the fridge.,pushed,transitive
82,Michael got the fridge.,got,transitive
82,Harry tore the laptop.,tore,transitive
82,Paul threw Jack the book.,threw,ditransitive
82,Steve pushed Sam the laptop.,pushed,ditransitive
82,Henry got Tom the book.,got,ditransitive
82,Adam tore David the wall.,tore,ditransitive
82,Bill threw the window onto the roof.,threw,caused-motion
82,James pushed the window onto the elevator.,pushed,caused-motion
82,John got the ball off the bridge.,got,caused-motion
82,George tore the bread onto the bed.,tore,caused-motion
82,Andrew threw the laptop apart.,threw,resultative
82,Thomas pushed the door shut.,pushed,resultative
82,Bob got the door open.,got,resultative
82,Eric tore the tree down.,tore,resultative
83,Michael cut the ball.,cut,transitive
83,Harry pushed the window.,pushed,transitive
83,Henry tore the laptop.,tore,transitive
83,Tom hit the door.,hit,transitive
83,Thomas cut Steve the bread.,cut,ditransitive
83,Paul pushed Bob the door.,pushed,ditransitive
83,Adam tore George the wall.,tore,ditransitive
83,Bill hit Mike the wall.,hit,ditransitive
83,Eric cut the tree through the forest.,cut,caused-motion
83,Jack pushed the laptop onto the bed.,pushed,caused-motion
83,James tore the bread through the hole.,tore,caused-motion
83,Andrew hit the fridge off the bridge.,hit,caused-motion
83,Frank cut the box open.,cut,resultative
83,John pushed the fridge open.,pushed,resultative
83,David tore the tree down.,tore,resultative
83,Sam hit the window open.,hit,resultative
84,Paul pulled the door.,pulled,transitive
84,Jack threw the book.,threw,transitive
84,Adam cut the ball.,cut,transitive
84,Sam tore the bread.,tore,transitive
84,David pulled Frank the ball.,pulled,ditransitive
84,Henry threw Bill the box.,threw,ditransitive
84,John cut Mike the tree.,cut,ditransitive
84,Tom tore Andrew the tree.,tore,ditransitive
84,Harry pulled the tree off the bus.,pulled,caused-motion
84,Michael threw the laptop into the net.,threw,caused-motion
84,George cut the bread to the airport.,cut,caused-motion
84,Eric tore the wall over the balcony.,tore,caused-motion
84,Thomas pulled the window open.,pulled,resultative
84,Steve threw the window open.,threw,resultative
84,James cut the box open.,cut,resultative
84,Bob tore the laptop apart.,tore,resultative
85,Tom tore the laptop.,tore,transitive
85,Michael punched the door.,punched,transitive
85,John cut the ball.,cut,transitive
85,Andrew kicked the ball.,kicked,transitive
85,George tore Eric the bread.,tore,ditransitive
85,Bob punched Paul the table.,punched,ditransitive
85,Mike cut James the tree.,cut,ditransitive
85,Harry kicked Jack the door.,kicked,ditransitive
85,Henry tore the tree over the fence.,tore,caused-motion
85,Adam punched the book off the bus.,punched,caused-motion
85,Thomas cut the box onto the roof.,cut,caused-motion
85,Sam kicked the wall over the balcony.,kicked,caused-motion
85,Frank tore the wall down.,tore,resultative
85,David punched the wall down.,punched,resultative
85,Bill cut the bread apart.,cut,resultative
85,Steve kicked the box apart.,kicked,resultative
86,Paul hit the door.,hit,transitive
86,Steve cut the box.,cut,transitive
86,Eric tore the laptop.,tore,transitive
86,Thomas got the book.,got,transitive
86,Henry hit Tom the window.,hit,ditransitive
86,Jack cut David the tree.,cut,ditransitive
86,Bob tore George the bread.,tore,ditransitive
86,Harry got James the fridge.,got,ditransitive
86,Adam hit the fridge onto the elevator.,hit,caused-motion
86,John cut the ball to the hospital.,cut,caused-motion
86,Bill tore the wall through the hole.,tore,caused-motion
86,Andrew got the door off the bridge.,got,caused-motion
86,Michael hit the wall down.,hit,resultative
86,Frank cut the bread apart.,cut,resultative
86,Sam tore the tree down.,tore,resultative
86,Mike got the ball stuck.,got,resultative
87,Michael sliced the book.,sliced,transitive
87,Henry punched the wall.,punched,transitive
87,Paul pulled the door.,pulled,transitive
87,Jack cut the box.,cut,transitive
87,Bill sliced Tom the box.,sliced,ditransitive
87,Adam punched John the door.,punched,ditransitive
87,Andrew pulled Harry the tree.,pulled,ditransitive
87,Eric cut Sam the ball.,cut,ditransitive
87,Steve sliced the bread off the bridge.,sliced,caused-motion
87,Thomas punched the table onto the bed.,punched,caused-motion
87,Mike pulled the window over the fence.,pulled,caused-motion
87,Bob cut the tree into the water.,cut,caused-motion
87,David sliced the ball apart.,sliced,resultative
87,James punched the book apart.,punched,resultative
87,Frank pulled the ball free.,pulled,resultative
87,George cut the bread apart.,cut,resultative
88,Michael got the fridge.,got,transitive
88,David sliced the box.,sliced,transitive
88,Bob tore the laptop.,tore,transitive
88,Jack punched the book.,punched,transitive
88,Henry got James the door.,got,ditransitive
88,Adam sliced Mike the bread.,sliced,ditransitive
88,George tore Tom the wall.,tore,ditransitive
88,Bill punched Frank the door.,punched,ditransitive
88,Eric got the book to the beach.,got,caused-motion
88,Harry sliced the ball into the house.,sliced,caused-motion
88,Paul tore the tree through the forest.,tore,caused-motion
88,Thomas punched the wall through the air.,punched,caused-motion
88,John got the ball stuck.,got,resultative
88,Andrew sliced the book apart.,sliced,resultative
88,Sam tore the bread apart.,tore,resultative
88,Steve punched the table apart.,punched,resultative
89,Bill sliced the bread.,sliced,transitive
89,Paul pulled the window.,pulled,transitive
89,Harry hit the window.,hit,transitive
89,Frank kicked the box.,kicked,transitive
89,Henry sliced Tom the ball.,sliced,ditransitive
89,George pulled Thomas the ball.,pulled,ditransitive
89,John hit Sam the wall.,hit,ditransitive
89,Eric kicked James the ball.,kicked,ditransitive
89,Bob sliced the box off the bus.,sliced,caused-motion
89,Jack pulled the door to the airport.,pulled,caused-motion
89,Mike hit the door over the fence.,hit,caused-motion
89,Adam kicked the door to the beach.,kicked,caused-motion
89,Michael sliced the book apart.,sliced,resultative
89,David pulled the tree down.,pulled,resultative
89,Steve hit the fridge open.,hit,resultative
89,Andrew kicked the wall down.,kicked,resultative
90,Paul cut the tree.,cut,transitive
90,Steve threw the window.,threw,transitive
90,Michael tore the wall.,tore,transitive
90,Bob sliced the box.,sliced,transitive
90,Thomas cut Eric the box.,cut,ditransitive
90,Adam threw John the box.,threw,ditransitive
90,Mike tore David the bread.,tore,ditransitive
90,Andrew sliced James the ball.,sliced,ditransitive
90,Harry cut the bread into the plane.,cut,caused-motion
90,Henry threw the book into the house.,threw,caused-motion
90,Sam tore the laptop into the water.,tore,caused-motion
90,Jack sliced the bread through the forest.,sliced,caused-motion
90,Bill cut the ball open.,cut,resultative
90,George threw the laptop apart.,threw,resultative
90,Frank tore the tree down.,tore,resultative
90,Tom sliced the book apart.,sliced,resultative
91,Paul tore the wall.,tore,transitive
91,George punched the wall.,punched,transitive
91,James cut the tree.,cut,transitive
91,Eric pushed the laptop.,pushed,transitive
91,Henry tore Tom the tree.,tore,ditransitive
91,Thomas punched John the door.,punched,ditransitive
91,Andrew cut Sam the box.,cut,ditransitive
91,Jack pushed Harry the fridge.,pushed,ditransitive
91,Steve tore the bread onto the roof.,tore,caused-motion
91,Mike punched the table onto the elevator.,punched,caused-motion
91,Bill cut the ball through the forest.,cut,caused-motion
91,Adam pushed the window over the fence.,pushed,caused-motion
91,Bob tore the laptop apart.,tore,resultative
91,Frank punched the book apart.,punched,resultative
91,Michael cut the bread apart.,cut,resultative
91,David pushed the door shut.,pushed,resultative
92,George cut the tree.,cut,transitive
92,Tom hit the door.,hit,transitive
92,Jack sliced the bread.,sliced,transitive
92,Frank tore the laptop.,tore,transitive
92,John cut Bill the bread.,cut,ditransitive
92,Adam hit Eric the window.,hit,ditransitive
92,James sliced Michael the ball.,sliced,ditransitive
92,Henry tore David the wall.,tore,ditransitive
92,Thomas cut the box through the forest.,cut,caused-motion
92,Paul hit the fridge into the water.,hit,caused-motion
92,Bob sliced the box onto the roof.,sliced,caused-motion
92,Andrew tore the bread into the house.,tore,caused-motion
92,Mike cut the ball open.,cut,resultative
92,Harry hit the wall down.,hit,resultative
92,Steve sliced the book apart.,sliced,resultative
92,Sam tore the tree down.,tore,resultative
93,George got the fridge.,got,transitive
93,Henry sliced the book.,sliced,transitive
93,Steve pushed the laptop.,pushed,transitive
93,Sam cut the box.,cut,transitive
93,Bill got Paul the door.,got,ditransitive
93,Thomas sliced John the bread.,sliced,ditransitive
93,David pushed Michael the door.,pushed,ditransitive
93,Adam cut Jack the tree.,cut,ditransitive
93,Eric got the book through the hole.,got,caused-motion
93,Bob sliced the ball over the balcony.,sliced,caused-motion
93,Frank pushed the window into the water.,pushed,caused-motion
93,Harry cut the bread to the hospital.,cut,caused-motion
93,Andrew got the ball stuck.,got,resultative
93,James sliced the box apart.,sliced,resultative
93,Mike pushed the fridge open.,pushed,resultative
93,Tom cut the ball open.,cut,resultative
94,Eric pulled the window.,pulled,transitive
94,John got the door.,got,transitive
94,Adam pushed the door.,pushed,transitive
94,Henry kicked the ball.,kicked,transitive
94,Harry pulled George the door.,pulled,ditransitive
94,Paul got Bob the ball.,got,ditransitive
94,James pushed Andrew the laptop.,pushed,ditransitive
94,Jack kicked Michael the box.,kicked,ditransitive
94,Steve pulled the tree to the hospital.,pulled,caused-motion
94,Thomas got the book over the balcony.,got,caused-motion
94,Mike pushed the window through the air.,pushed,caused-motion
94,Tom kicked the wall onto the roof.,kicked,caused-motion
94,Frank pulled the ball free.,pulled,resultative
94,David got the fridge open.,got,resultative
94,Sam pushed the fridge open.,pushed,resultative
94,Bill kicked the door open.,kicked,resultative
95,Thomas pushed the fridge.,pushed,transitive
95,James tore the tree.,tore,transitive
95,Michael kicked the wall.,kicked,transitive
95,Bill got the book.,got,transitive
95,Adam pushed Frank the laptop.,pushed,ditransitive
95,Sam tore Tom the wall.,tore,ditransitive
95,Steve kicked Harry the box.,kicked,ditransitive
95,Andrew got Eric the fridge.,got,ditransitive
95,George pushed the door into the net.,pushed,caused-motion
95,David tore the laptop to the hospital.,tore,caused-motion
95,Jack kicked the ball to the beach.,kicked,caused-motion
95,Bob got the ball through the air.,got,caused-motion
95,Mike pushed the window open.,pushed,resultative
95,John tore the bread apart.,tore,resultative
95,Paul kicked the door open.,kicked,resultative
95,Henry got the door open.,got,resultative
96,Thomas tore the wall.,tore,transitive
96,Eric punched the table.,punched,transitive
96,Jack pulled the ball.,pulled,transitive
96,Bob kicked the door.,kicked,transitive
96,Paul tore Sam the laptop.,tore,ditransitive
96,Bill punched Steve the book.,punched,ditransitive
96,Tom pulled Frank the door.,pulled,ditransitive
96,Andrew kicked David the ball.,kicked,ditransitive
96,James tore the bread onto the elevator.,tore,caused-motion
96,Henry punched the door through the forest.,punched,caused-motion
96,John pulled the tree to the airport.,pulled,caused-motion
96,Harry kicked the wall into the net.,kicked,caused-motion
96,Adam tore the tree down.,tore,resultative
96,Mike punched the wall down.,punched,resultative
96,George pulled the window open.,pulled,resultative
96,Michael kicked the box apart.,kicked,resultative
97,Mike punched the door.,punched,transitive
97,David tore the wall.,tore,transitive
97,Steve got the door.,got,transitive
97,Paul cut the ball.,cut,transitive
97,Sam punched Jack the book.,punched,ditransitive
97,George tore Harry the bread.,tore,ditransitive
97,Henry got Frank the fridge.,got,ditransitive
97,Eric cut James the tree.,cut,ditransitive
97,Tom punched the wall onto the elevator.,punched,caused-motion
97,Adam tore the tree onto the roof.,tore,caused-motion
97,Andrew got the book over the balcony.,got,caused-motion
97,Thomas cut the bread through the hole.,cut,caused-motion
97,Michael punched the table apart.,punched,resultative
97,Bill tore the laptop apart.,tore,resultative
97,Bob got the ball stuck.,got,resultative
97,John cut the box open.,cut,resultative
98,Eric sliced the ball.,sliced,transitive
98,Jack punched the wall.,punched,transitive
98,Bill cut the ball.,cut,transitive
98,Frank pushed the laptop.,pushed,transitive
98,Sam sliced Paul the bread.,sliced,ditransitive
98,Tom punched Bob the book.,punched,ditransitive
98,George cut Henry the box.,cut,ditransitive
98,Michael pushed Mike the door.,pushed,ditransitive
98,John sliced the box onto the roof.,sliced,caused-motion
98,Thomas punched the door over the fence.,punched,caused-motion
98,David cut the bread into the net.,cut,caused-motion
98,James pushed the window through the air.,pushed,caused-motion
98,Steve sliced the book apart.,sliced,resultative
98,Andrew punched the table apart.,punched,resultative
98,Harry cut the tree down.,cut,resultative
98,Adam pushed the fridge open.,pushed,resultative
99,David got the door.,got,transitive
99,Eric pulled the tree.,pulled,transitive
99,Henry sliced the book.,sliced,transitive
99,Bob kicked the wall.,kicked,transitive
99,Harry got Jack the fridge.,got,ditransitive
99,Mike pulled Tom the ball.,pulled,ditransitive
99,George sliced Adam the ball.,sliced,ditransitive
99,James kicked John the door.,kicked,ditransitive
99,Steve got the ball over the fence.,got,caused-motion
99,Thomas pulled the window to the airport.,pulled,caused-motion
99,Michael sliced the bread over the balcony.,sliced,caused-motion
99,Bill kicked the box into the net.,kicked,caused-motion
99,Frank got the book closed.,got,resultative
99,Andrew pulled the door open.,pulled,resultative
99,Sam sliced the box apart.,sliced,resultative
99,Paul kicked the ball free.,kicked,resultative
