group,sentence,construction
33,William kicked some ink to Eric.,transitive
33,Don sprayed some tea on Paul.,caused-motion
33,Bill spilled some vodka on Bruce.,caused-motion
33,Doug dropped some gasoline on James.,caused-motion
33,Michael sprinkled some sand on Fred.,caused-motion
33,Henry brushed David with some wine.,with-applicative
33,Chris coated Dylan with some water.,with-applicative
33,Jack covered Mark with some oil.,with-applicative
33,Adam dabbed Jason with some whisky.,with-applicative
34,Andrew threw Don some cream.,ditransitive
34,Thomas sent Eddie some beer.,ditransitive
34,Michael served Mark some sand.,ditransitive
34,Bob passed Eric some milk.,ditransitive
34,John gave some slime to Frank.,transitive
34,Bruce handed some gasoline to Paul.,transitive
34,Charlie kicked some oil to Tom.,transitive
34,David offered some vodka to Bill.,transitive
34,Dylan sprinkled some gin on Jack.,caused-motion
34,Adam splashed some syrup on Doug.,caused-motion
34,Sam sprayed some shampoo on Fred.,caused-motion
34,Henry spilled some acid on Mike.,caused-motion
34,Aaron stained Steve with some wine.,with-applicative
34,Joseph coated George with some honey.,with-applicative
34,Jason plastered Joe with some coffee.,with-applicative
34,Chris rubbed William with some yogurt.,with-applicative
35,John gave David some yogurt.,ditransitive
35,Dylan bought Don some juice.,ditransitive
35,Thomas lent Andrew some tea.,ditransitive
35,Paul passed Mark some wine.,ditransitive
35,Adam handed some ink to William.,transitive
35,Eric tossed some cream to Bill.,transitive
35,Mike kicked some honey to Tom.,transitive
35,James threw some oil to Michael.,transitive
35,Jack splashed some whisky on Henry.,caused-motion
35,Frank poured some bleach on Charlie.,caused-motion
35,George spilled some blood on Eddie.,caused-motion
35,Harry dropped some soup on Joe.,caused-motion
35,Jason stained Jerry with some vodka.,with-applicative
35,Chris plastered Doug with some milk.,with-applicative
35,Steve coated Joseph with some paint.,with-applicative
35,Bob dabbed Sam with some sand.,with-applicative
36,David served Jerry some soda.,ditransitive
36,Sam passed Bill some gasoline.,ditransitive
36,Mark gave Aaron some slime.,ditransitive
36,Harry threw Michael some gin.,ditransitive
36,Chris offered some paint to Bob.,transitive
36,George tossed some tea to Jason.,transitive
36,Jack kicked some milk to Joseph.,transitive
36,Mike chucked some whisky to Steve.,transitive
36,Charlie sprayed some water on Eddie.,caused-motion
36,William splashed some bleach on Joe.,caused-motion
36,Adam spilled some blood on Thomas.,caused-motion
36,Henry dropped some shampoo on Don.,caused-motion
36,James covered Edward with some oil.,with-applicative
36,Bruce brushed Andrew with some beer.,with-applicative
36,Doug stained Tom with some acid.,with-applicative
36,Frank rubbed Fred with some syrup.,with-applicative
37,Henry offered William some shampoo.,ditransitive
37,Charlie sent Mark some whisky.,ditransitive
37,Bob served Harry some slime.,ditransitive
37,Paul lent Michael some milk.,ditransitive
37,Thomas gave some acid to George.,transitive
37,Andrew brought some beer to Aaron.,transitive
37,Tom passed some bleach to Doug.,transitive
37,Joe kicked some tea to Chris.,transitive
37,Bruce sprayed some vodka on Fred.,caused-motion
37,Edward spilled some sand on Frank.,caused-motion
37,John dumped some soda on Joseph.,caused-motion
37,Don dropped some juice on Jerry.,caused-motion
37,Eric brushed Steve with some paint.,with-applicative
37,Jack coated Dylan with some blood.,with-applicative
37,Sam covered James with some gin.,with-applicative
37,Bill dabbed Adam with some gasoline.,with-applicative
38,Mike lent Sam some tea.,ditransitive
38,David bought Frank some water.,ditransitive
38,Fred handed Jack some whisky.,ditransitive
38,Mark threw Henry some acid.,ditransitive
38,Eddie kicked some yogurt to George.,transitive
38,James chucked some coffee to Eric.,transitive
38,Doug brought some bleach to Andrew.,transitive
38,Tom tossed some milk to Michael.,transitive
38,Edward sprayed some vodka on Adam.,caused-motion
38,Harry dumped some shampoo on Joe.,caused-motion
38,Jerry dropped some honey on Charlie.,caused-motion
38,Bob spilled some ink on Bill.,caused-motion
38,Paul brushed Joseph with some sand.,with-applicative
38,Chris plastered Dylan with some wine.,with-applicative
38,Thomas covered John with some juice.,with-applicative
38,Don stained Jason with some paint.,with-applicative
39,Henry lent Doug some ink.,ditransitive
39,Jerry bought Charlie some gin.,ditransitive
39,Don offered Eric some milk.,ditransitive
39,Edward sent Jason some paint.,ditransitive
39,Fred gave some soda to Bob.,transitive
39,James brought some juice to Aaron.,transitive
39,David handed some water to Thomas.,transitive
39,Tom tossed some syrup to Bill.,transitive
39,Dylan sprinkled some slime on Joseph.,caused-motion
39,Chris spilled some gasoline on Eddie.,caused-motion
39,Michael dropped some blood on George.,caused-motion
39,Harry poured some oil on John.,caused-motion
39,William dabbed Adam with some cream.,with-applicative
39,Joe rubbed Bruce with some tea.,with-applicative
39,Frank sprayed Mike with some wine.,with-applicative
39,Jack brushed Mark with some beer.,with-applicative
40,Chris served Adam some sand.,ditransitive
40,George brought Aaron some paint.,ditransitive
40,Mike handed Don some vodka.,ditransitive
40,Harry threw Jerry some cream.,ditransitive
40,Michael kicked some ink to Eric.,transitive
40,Eddie offered some soup to Mark.,transitive
40,William gave some shampoo to Bill.,transitive
40,Paul tossed some oil to Bruce.,transitive
40,Steve spilled some blood on Thomas.,caused-motion
40,Andrew poured some water on David.,caused-motion
40,James dumped some honey on Jack.,caused-motion
40,Frank dropped some yogurt on Tom.,caused-motion
40,Charlie brushed Jason with some soda.,with-applicative
40,John plastered Doug with some beer.,with-applicative
40,Edward stained Joseph with some slime.,with-applicative
40,Bob coated Joe with some bleach.,with-applicative
41,William gave Mike some beer.,ditransitive
41,Joseph sent Adam some acid.,ditransitive
41,Charlie brought Don some vodka.,ditransitive
41,Jason handed Eddie some bleach.,ditransitive
41,Edward chucked some soda to Jerry.,transitive
41,Bruce passed some soup to Bill.,transitive
41,Dylan tossed some wine to Steve.,transitive
41,George kicked some sand to Michael.,transitive
41,Henry spilled some coffee on Doug.,caused-motion
41,John poured some cream on Aaron.,caused-motion
41,Thomas sprinkled some tea on Joe.,caused-motion
41,Andrew dropped some shampoo on Chris.,caused-motion
41,Harry dabbed James with some water.,with-applicative
41,Mark sprayed Frank with some slime.,with-applicative
41,Fred coated Jack with some honey.,with-applicative
41,Paul brushed Sam with some milk.,with-applicative
42,Bob offered James some cream.,ditransitive
42,Harry passed Henry some gin.,ditransitive
42,Don served Paul some beer.,ditransitive
42,Eric lent Jerry some vodka.,ditransitive
42,Jason handed some paint to Steve.,transitive
42,Aaron threw some wine to Andrew.,transitive
42,Charlie sent some yogurt to Joe.,transitive
42,Chris tossed some whisky to David.,transitive
42,Doug splashed some bleach on Edward.,caused-motion
42,Bill sprayed some oil on Tom.,caused-motion
42,Mike spilled some acid on Thomas.,caused-motion
42,John poured some juice on Mark.,caused-motion
42,Michael rubbed Eddie with some ink.,with-applicative
42,Adam stained Fred with some sand.,with-applicative
42,George covered Jack with some syrup.,with-applicative
42,Joseph coated Dylan with some coffee.,with-applicative
43,Fred threw Dylan some beer.,ditransitive
43,John lent Jack some soda.,ditransitive
43,Frank sent Joseph some acid.,ditransitive
43,Andrew bought Sam some wine.,ditransitive
43,Bob gave some vodka to Bill.,transitive
43,Steve kicked some gasoline to Bruce.,transitive
43,Henry chucked some bleach to Charlie.,transitive
43,Doug brought some cream to Mark.,transitive
43,Tom sprinkled some sand on Jason.,caused-motion
43,Paul poured some paint on Mike.,caused-motion
43,Aaron dropped some coffee on George.,caused-motion
43,Jerry sprayed some water on Don.,caused-motion
43,Harry rubbed James with some tea.,with-applicative
43,David coated Chris with some milk.,with-applicative
43,Edward plastered Thomas with some shampoo.,with-applicative
43,Eddie dabbed Adam with some soup.,with-applicative
44,Aaron served Eric some milk.,ditransitive
44,Mark offered Joseph some syrup.,ditransitive
44,Joe lent Steve some vodka.,ditransitive
44,Harry bought Jerry some bleach.,ditransitive
44,Bruce kicked some beer to Adam.,transitive
44,Charlie tossed some acid to Doug.,transitive
44,Sam brought some coffee to David.,transitive
44,James chucked some ink to Bill.,transitive
44,George sprinkled some yogurt on Don.,caused-motion
44,Dylan sprayed some honey on Henry.,caused-motion
44,Tom spilled some paint on Jason.,caused-motion
44,Jack splashed some water on Eddie.,caused-motion
44,Andrew rubbed Michael with some soup.,with-applicative
44,Edward covered Fred with some shampoo.,with-applicative
44,Thomas plastered Chris with some wine.,with-applicative
44,William stained Frank with some juice.,with-applicative
45,Adam bought Aaron some paint.,ditransitive
45,Frank served Eddie some slime.,ditransitive
45,Jerry lent Michael some cream.,ditransitive
45,Mike threw Doug some wine.,ditransitive
45,David brought some shampoo to John.,transitive
45,Henry passed some bleach to William.,transitive
45,Fred sent some beer to Joseph.,transitive
45,Jack gave some tea to Bob.,transitive
45,Eric spilled some whisky on Jason.,caused-motion
45,Bruce splashed some yogurt on George.,caused-motion
45,Dylan dropped some soup on Harry.,caused-motion
45,Charlie dumped some soda on James.,caused-motion
45,Thomas coated Edward with some syrup.,with-applicative
45,Tom rubbed Steve with some oil.,with-applicative
45,Sam stained Chris with some blood.,with-applicative
45,Paul covered Joe with some acid.,with-applicative
46,Joe brought Chris some wine.,ditransitive
46,George offered Mark some coffee.,ditransitive
46,Thomas bought Paul some yogurt.,ditransitive
46,Edward lent Doug some cream.,ditransitive
46,Tom tossed some syrup to Harry.,transitive
46,Bob gave some acid to Dylan.,transitive
46,Eddie handed some tea to David.,transitive
46,Sam kicked some shampoo to Jack.,transitive
46,Jason splashed some milk on Aaron.,caused-motion
46,Eric dumped some soup on Steve.,caused-motion
46,Andrew sprinkled some juice on Jerry.,caused-motion
46,Frank poured some bleach on Bill.,caused-motion
46,Don dabbed Fred with some ink.,with-applicative
46,Joseph brushed Mike with some blood.,with-applicative
46,Charlie sprayed Michael with some gin.,with-applicative
46,Adam plastered John with some slime.,with-applicative
47,Eric bought Thomas some juice.,ditransitive
47,Don lent Bruce some water.,ditransitive
47,William threw John some beer.,ditransitive
47,Jerry gave Charlie some honey.,ditransitive
47,James handed some soda to Aaron.,transitive
47,Tom offered some bleach to Adam.,transitive
47,Joe chucked some gin to Doug.,transitive
47,Michael passed some wine to Bob.,transitive
47,Mark sprinkled some slime on Eddie.,caused-motion
47,Chris poured some yogurt on Frank.,caused-motion
47,Sam dropped some milk on Andrew.,caused-motion
47,Henry sprayed some vodka on George.,caused-motion
47,Steve coated Jack with some whisky.,with-applicative
47,Mike rubbed Fred with some soup.,with-applicative
47,Bill brushed Paul with some sand.,with-applicative
47,David covered Harry with some gasoline.,with-applicative
48,Harry handed Henry some gin.,ditransitive
48,Bob brought Steve some ink.,ditransitive
48,Don offered Charlie some soda.,ditransitive
48,Dylan threw Fred some vodka.,ditransitive
48,Tom tossed some oil to Frank.,transitive
48,Jerry chucked some soup to Thomas.,transitive
48,Adam passed some whisky to William.,transitive
48,Sam kicked some paint to Edward.,transitive
48,George dropped some cream on Chris.,caused-motion
48,Mike sprayed some honey on Jason.,caused-motion
48,Jack spilled some gasoline on Joe.,caused-motion
48,Bill poured some tea on Mark.,caused-motion
48,Aaron stained Joseph with some beer.,with-applicative
48,Eric plastered Paul with some water.,with-applicative
48,James brushed Doug with some milk.,with-applicative
48,David dabbed Bruce with some coffee.,with-applicative
49,Bruce sent Adam some gasoline.,ditransitive
49,Frank handed Andrew some coffee.,ditransitive
49,Mark gave Jason some beer.,ditransitive
49,Edward served Doug some oil.,ditransitive
49,Bob kicked some slime to Bill.,transitive
49,Paul chucked some blood to Aaron.,transitive
49,Joe threw some sand to William.,transitive
49,James passed some cream to Don.,transitive
49,John dropped some juice on Thomas.,caused-motion
49,Jack sprayed some whisky on Michael.,caused-motion
49,Sam poured some yogurt on Eddie.,caused-motion
49,Henry dumped some soda on Fred.,caused-motion
49,Chris stained Tom with some syrup.,with-applicative
49,George brushed Jerry with some water.,with-applicative
49,Harry plastered David with some soup.,with-applicative
49,Mike rubbed Charlie with some wine.,with-applicative
50,Tom lent Joe some gasoline.,ditransitive
50,Joseph sent Paul some yogurt.,ditransitive
50,Don offered Edward some vodka.,ditransitive
50,Eric threw John some soda.,ditransitive
50,George gave some slime to Mark.,transitive
50,Bob chucked some ink to Harry.,transitive
50,Doug passed some acid to Henry.,transitive
50,Sam tossed some soup to Fred.,transitive
50,Thomas dumped some cream on Aaron.,caused-motion
50,Michael sprinkled some honey on Mike.,caused-motion
50,James spilled some blood on Bill.,caused-motion
50,Bruce dropped some beer on Jack.,caused-motion
50,Dylan covered Chris with some coffee.,with-applicative
50,Steve brushed Andrew with some tea.,with-applicative
50,David dabbed Adam with some whisky.,with-applicative
50,Jerry stained Charlie with some gin.,with-applicative
51,Andrew lent Charlie some wine.,ditransitive
51,Bill passed Jason some gasoline.,ditransitive
51,Paul handed Edward some bleach.,ditransitive
51,Doug sent Jack some tea.,ditransitive
51,Fred kicked some juice to Eric.,transitive
51,Steve offered some paint to David.,transitive
51,Harry gave some shampoo to John.,transitive
51,Sam threw some yogurt to William.,transitive
51,Bob spilled some blood on Joe.,caused-motion
51,Frank dumped some acid on Adam.,caused-motion
51,Aaron splashed some coffee on Don.,caused-motion
51,Thomas sprayed some gin on Dylan.,caused-motion
51,Eddie stained Henry with some honey.,with-applicative
51,Mark coated Chris with some vodka.,with-applicative
51,Bruce rubbed Tom with some milk.,with-applicative
51,George brushed James with some beer.,with-applicative
52,Michael handed Jerry some water.,ditransitive
52,Charlie sent Frank some milk.,ditransitive
52,John threw Adam some juice.,ditransitive
52,Joe gave Mike some wine.,ditransitive
52,Sam brought some tea to Tom.,transitive
52,Paul offered some coffee to Fred.,transitive
52,Bruce chucked some soup to Steve.,transitive
52,Dylan kicked some gin to Chris.,transitive
52,Doug splashed some soda on Harry.,caused-motion
52,Joseph sprayed some sand on Bob.,caused-motion
52,James sprinkled some syrup on Edward.,caused-motion
52,Thomas spilled some slime on Don.,caused-motion
52,Henry rubbed Jason with some whisky.,with-applicative
52,Eric stained Andrew with some blood.,with-applicative
52,George brushed William with some ink.,with-applicative
52,Eddie coated Aaron with some vodka.,with-applicative
53,Bruce served Andrew some oil.,ditransitive
53,Chris offered Tom some honey.,ditransitive
53,David brought James some whisky.,ditransitive
53,Joseph sent Edward some soup.,ditransitive
53,Sam tossed some cream to George.,transitive
53,Michael handed some tea to Eric.,transitive
53,Mark passed some bleach to Doug.,transitive
53,Dylan chucked some juice to Henry.,transitive
53,Bill sprayed some acid on Bob.,caused-motion
53,Mike dropped some water on Thomas.,caused-motion
53,Fred sprinkled some soda on Charlie.,caused-motion
53,Paul splashed some syrup on Eddie.,caused-motion
53,Aaron covered Harry with some blood.,with-applicative
53,Don dabbed Joe with some ink.,with-applicative
53,Steve plastered Adam with some milk.,with-applicative
53,William coated Jason with some slime.,with-applicative
54,Aaron brought Joe some coffee.,ditransitive
54,Michael bought Jerry some gin.,ditransitive
54,Dylan served Mike some ink.,ditransitive
54,Doug handed Edward some soda.,ditransitive
54,Andrew gave some water to Jason.,transitive
54,George offered some blood to Don.,transitive
54,John threw some tea to Fred.,transitive
54,Jack tossed some paint to Bob.,transitive
54,Sam dropped some syrup on Bruce.,caused-motion
54,Paul sprayed some sand on David.,caused-motion
54,Thomas dumped some oil on Bill.,caused-motion
54,Mark spilled some gasoline on Joseph.,caused-motion
54,Tom plastered James with some slime.,with-applicative
54,Charlie rubbed Adam with some beer.,with-applicative
54,Steve dabbed William with some juice.,with-applicative
54,Frank coated Eddie with some soup.,with-applicative
55,Michael served Dylan some honey.,ditransitive
55,Mike gave Jason some juice.,ditransitive
55,Paul lent David some paint.,ditransitive
55,Aaron passed Mark some sand.,ditransitive
55,Edward handed some syrup to Jerry.,transitive
55,Jack brought some soup to Henry.,transitive
55,Bob chucked some yogurt to Chris.,transitive
55,Frank kicked some milk to William.,transitive
55,Tom poured some vodka on Eddie.,caused-motion
55,Harry sprayed some oil on Bill.,caused-motion
55,George spilled some slime on Eric.,caused-motion
55,Andrew dumped some bleach on Adam.,caused-motion
55,Bruce covered Thomas with some acid.,with-applicative
55,Doug coated John with some wine.,with-applicative
55,Joe brushed James with some blood.,with-applicative
55,Charlie dabbed Don with some tea.,with-applicative
56,Sam gave Michael some oil.,ditransitive
56,Joe served Aaron some gin.,ditransitive
56,Don bought Fred some paint.,ditransitive
56,Andrew sent Bob some acid.,ditransitive
56,John brought some cream to Eddie.,transitive
56,Eric chucked some gasoline to Joseph.,transitive
56,Harry passed some milk to William.,transitive
56,Adam offered some honey to Bill.,transitive
56,Dylan dumped some ink on Jack.,caused-motion
56,James spilled some whisky on Frank.,caused-motion
56,Steve splashed some yogurt on Jason.,caused-motion
56,David poured some wine on Mark.,caused-motion
56,Charlie covered Chris with some blood.,with-applicative
56,Jerry plastered Doug with some juice.,with-applicative
56,Bruce stained Henry with some syrup.,with-applicative
56,Thomas dabbed Edward with some water.,with-applicative
57,Henry threw Jack some wine.,ditransitive
57,Sam served Charlie some sand.,ditransitive
57,Eddie brought Tom some oil.,ditransitive
57,Mark bought Joe some cream.,ditransitive
57,James chucked some slime to Don.,transitive
57,Paul offered some honey to Harry.,transitive
57,Adam passed some ink to Joseph.,transitive
57,Chris tossed some water to David.,transitive
57,John spilled some acid on Dylan.,caused-motion
57,Doug dropped some vodka on Thomas.,caused-motion
57,Aaron dumped some gasoline on Bruce.,caused-motion
57,Frank sprayed some soup on Steve.,caused-motion
57,Fred brushed William with some bleach.,with-applicative
57,Edward coated Eric with some syrup.,with-applicative
57,George dabbed Bill with some shampoo.,with-applicative
57,Bob covered Michael with some milk.,with-applicative
58,Tom lent Michael some slime.,ditransitive
58,Adam offered David some milk.,ditransitive
58,Jason handed Steve some yogurt.,ditransitive
58,Paul gave William some water.,ditransitive
58,Bruce threw some soda to Thomas.,transitive
58,Sam tossed some gasoline to Chris.,transitive
58,Joe sent some juice to Andrew.,transitive
58,Mike kicked some honey to Joseph.,transitive
58,Don spilled some whisky on Fred.,caused-motion
58,Frank poured some cream on Edward.,caused-motion
58,Harry splashed some oil on Doug.,caused-motion
58,Jack sprayed some wine on Eddie.,caused-motion
58,Henry covered George with some shampoo.,with-applicative
58,Charlie brushed Mark with some ink.,with-applicative
58,Bill dabbed Jerry with some paint.,with-applicative
58,Eric coated John with some vodka.,with-applicative
59,Mark offered Jack some wine.,ditransitive
59,George handed Harry some oil.,ditransitive
59,Mike sent Paul some paint.,ditransitive
59,William brought Don some cream.,ditransitive
59,Eric chucked some yogurt to James.,transitive
59,Sam passed some ink to Jason.,transitive
59,Frank threw some blood to Aaron.,transitive
59,Henry tossed some juice to Andrew.,transitive
59,Joe spilled some tea on Edward.,caused-motion
59,Chris sprayed some syrup on Eddie.,caused-motion
59,Adam sprinkled some water on Doug.,caused-motion
59,Thomas dropped some acid on Dylan.,caused-motion
59,Steve plastered David with some gin.,with-applicative
59,Michael dabbed Bruce with some vodka.,with-applicative
59,Charlie rubbed John with some shampoo.,with-applicative
59,Bill stained Jerry with some coffee.,with-applicative
60,Thomas offered Steve some milk.,ditransitive
60,Jerry gave Chris some juice.,ditransitive
60,Mike served Michael some coffee.,ditransitive
60,Jason bought Jack some paint.,ditransitive
60,Edward tossed some ink to William.,transitive
60,Andrew chucked some gasoline to Fred.,transitive
60,James brought some water to Bill.,transitive
60,Harry passed some honey to Joseph.,transitive
60,Aaron dropped some soda on David.,caused-motion
60,Henry poured some beer on Bruce.,caused-motion
60,Mark splashed some syrup on George.,caused-motion
60,Paul dumped some vodka on Eric.,caused-motion
60,Sam rubbed Tom with some cream.,with-applicative
60,Dylan stained Adam with some yogurt.,with-applicative
60,John dabbed Bob with some gin.,with-applicative
60,Charlie sprayed Eddie with some wine.,with-applicative
61,Harry offered Mark some bleach.,ditransitive
61,Bob served Don some blood.,ditransitive
61,Eddie gave Joe some shampoo.,ditransitive
61,Andrew sent Sam some tea.,ditransitive
61,Adam chucked some soup to William.,transitive
61,Frank brought some gin to Aaron.,transitive
61,Bruce handed some gasoline to Steve.,transitive
61,Eric tossed some soda to Jason.,transitive
61,Joseph dumped some beer on Henry.,caused-motion
61,Michael splashed some whisky on Dylan.,caused-motion
61,Jack spilled some oil on Charlie.,caused-motion
61,Jerry sprinkled some juice on Mike.,caused-motion
61,Thomas dabbed Fred with some honey.,with-applicative
61,Bill covered Paul with some acid.,with-applicative
61,James plastered Doug with some water.,with-applicative
61,Chris sprayed Edward with some paint.,with-applicative
62,Paul sent Tom some honey.,ditransitive
62,Frank offered Fred some beer.,ditransitive
62,James gave Joseph some oil.,ditransitive
62,John handed Bruce some tea.,ditransitive
62,David tossed some paint to Don.,transitive
62,Doug passed some syrup to Jason.,transitive
62,Henry kicked some bleach to William.,transitive
62,Bob chucked some juice to Aaron.,transitive
62,Edward dumped some soup on Harry.,caused-motion
62,Steve spilled some slime on George.,caused-motion
62,Mark sprayed some acid on Sam.,caused-motion
62,Michael poured some sand on Bill.,caused-motion
62,Thomas dabbed Mike with some coffee.,with-applicative
62,Eric rubbed Adam with some ink.,with-applicative
62,Jack covered Andrew with some wine.,with-applicative
62,Jerry stained Dylan with some vodka.,with-applicative
63,Mark gave Eddie some syrup.,ditransitive
63,Henry lent Dylan some ink.,ditransitive
63,Jason handed Paul some cream.,ditransitive
63,Aaron passed Edward some whisky.,ditransitive
63,Tom kicked some soup to Charlie.,transitive
63,Jack chucked some yogurt to Frank.,transitive
63,John offered some vodka to Bruce.,transitive
63,Adam threw some beer to Don.,transitive
63,James sprinkled some honey on William.,caused-motion
63,Sam dumped some coffee on George.,caused-motion
63,Doug splashed some water on David.,caused-motion
63,Eric poured some slime on Joseph.,caused-motion
63,Chris rubbed Harry with some gasoline.,with-applicative
63,Michael covered Joe with some blood.,with-applicative
63,Jerry stained Fred with some gin.,with-applicative
63,Mike plastered Andrew with some paint.,with-applicative
64,William lent Jack some honey.,ditransitive
64,Tom served David some syrup.,ditransitive
64,Henry passed Jerry some soda.,ditransitive
64,Andrew offered Steve some gin.,ditransitive
64,Doug handed some beer to Edward.,transitive
64,Bruce kicked some shampoo to John.,transitive
64,Fred chucked some cream to Bill.,transitive
64,Paul tossed some wine to Aaron.,transitive
64,Charlie dumped some juice on Thomas.,caused-motion
64,Mark dropped some vodka on Eric.,caused-motion
64,Harry splashed some water on Dylan.,caused-motion
64,Jason poured some yogurt on Eddie.,caused-motion
64,Mike plastered Bob with some milk.,with-applicative
64,Michael dabbed Joseph with some slime.,with-applicative
64,Sam stained James with some oil.,with-applicative
64,Chris brushed Don with some whisky.,with-applicative
65,Bob lent Joe some water.,ditransitive
65,Mark brought Bill some honey.,ditransitive
65,Frank bought Chris some whisky.,ditransitive
65,Steve threw Sam some wine.,ditransitive
65,James kicked some blood to Mike.,transitive
65,Jerry tossed some juice to Jason.,transitive
65,Jack passed some shampoo to Michael.,transitive
65,Doug gave some cream to Aaron.,transitive
65,Fred poured some soup on William.,caused-motion
65,Edward sprayed some ink on Harry.,caused-motion
65,Henry splashed some sand on Charlie.,caused-motion
65,Tom dumped some syrup on Dylan.,caused-motion
65,Adam dabbed Eddie with some vodka.,with-applicative
65,Don stained Andrew with some yogurt.,with-applicative
65,Joseph rubbed Thomas with some coffee.,with-applicative
65,John plastered Eric with some gin.,with-applicative
66,Mark brought John some wine.,ditransitive
66,Bill sent Eric some bleach.,ditransitive
66,Jason handed Charlie some soup.,ditransitive
66,Steve bought Dylan some beer.,ditransitive
66,Michael kicked some soda to Jerry.,transitive
66,Tom passed some gin to George.,transitive
66,William chucked some water to Doug.,transitive
66,Andrew tossed some coffee to Mike.,transitive
66,Chris dumped some cream on Adam.,caused-motion
66,Eddie dropped some gasoline on Sam.,caused-motion
66,Bob spilled some whisky on Don.,caused-motion
66,Bruce splashed some slime on Frank.,caused-motion
