group,sentence,construction
66,Fred brushed Jack with some blood.,with-applicative
66,Paul plastered Edward with some yogurt.,with-applicative
66,David coated Thomas with some milk.,with-applicative
66,Joseph rubbed Joe with some vodka.,with-applicative
67,Fred sent Eddie some slime.,ditransitive
67,Bob offered Jerry some syrup.,ditransitive
67,Jason served John some soup.,ditransitive
67,Chris threw Frank some gasoline.,ditransitive
67,Joseph gave some bleach to Sam.,transitive
67,Bill brought some paint to Aaron.,transitive
67,Mark passed some ink to Bruce.,transitive
67,Michael chucked some shampoo to Tom.,transitive
67,Mike splashed some soda on Adam.,caused-motion
67,Don sprayed some juice on Doug.,caused-motion
67,Steve poured some vodka on Charlie.,caused-motion
67,Joe dumped some tea on Paul.,caused-motion
67,Dylan stained Eric with some acid.,with-applicative
67,Henry brushed Harry with some oil.,with-applicative
67,Jack dabbed James with some beer.,with-applicative
67,William covered David with some honey.,with-applicative
68,Fred offered Sam some honey.,ditransitive
68,Mike sent Aaron some water.,ditransitive
68,Eddie handed Charlie some vodka.,ditransitive
68,Harry threw Doug some syrup.,ditransitive
68,Chris brought some ink to Frank.,transitive
68,Tom gave some oil to Jerry.,transitive
68,Mark passed some gin to Joe.,transitive
68,John chucked some coffee to William.,transitive
68,Steve dropped some shampoo on Joseph.,caused-motion
68,Edward splashed some acid on Bob.,caused-motion
68,Bill sprinkled some soda on Michael.,caused-motion
68,George spilled some gasoline on Bruce.,caused-motion
68,Eric brushed Jack with some whisky.,with-applicative
68,Henry dabbed Jason with some yogurt.,with-applicative
68,Don covered Adam with some milk.,with-applicative
68,Thomas coated Andrew with some soup.,with-applicative
69,Paul bought Jerry some vodka.,ditransitive
69,Bob handed William some slime.,ditransitive
69,Fred offered Jack some syrup.,ditransitive
69,Mark sent Charlie some honey.,ditransitive
69,Tom tossed some beer to Don.,transitive
69,Thomas kicked some cream to Eric.,transitive
69,Henry threw some wine to Harry.,transitive
69,Edward chucked some paint to Dylan.,transitive
69,Steve dropped some soup on Chris.,caused-motion
69,Joseph poured some milk on Andrew.,caused-motion
69,Frank spilled some gasoline on Bill.,caused-motion
69,James sprayed some shampoo on Aaron.,caused-motion
69,Mike dabbed Joe with some tea.,with-applicative
69,Bruce coated Michael with some oil.,with-applicative
69,John stained Jason with some water.,with-applicative
69,David brushed Sam with some sand.,with-applicative
70,Jack brought Fred some acid.,ditransitive
70,Bruce gave Jason some slime.,ditransitive
70,Steve sent Chris some juice.,ditransitive
70,Eric lent William some vodka.,ditransitive
70,Tom offered some yogurt to Jerry.,transitive
70,George handed some water to James.,transitive
70,Don kicked some milk to Harry.,transitive
70,Joe passed some soup to Sam.,transitive
70,David splashed some whisky on Paul.,caused-motion
70,Henry spilled some tea on Andrew.,caused-motion
70,Dylan sprinkled some coffee on Thomas.,caused-motion
70,Mike sprayed some bleach on Joseph.,caused-motion
70,Aaron covered John with some ink.,with-applicative
70,Frank stained Adam with some gin.,with-applicative
70,Bob plastered Michael with some soda.,with-applicative
70,Edward rubbed Bill with some blood.,with-applicative
71,Bill offered Jerry some gasoline.,ditransitive
71,James handed Sam some oil.,ditransitive
71,Harry lent Joseph some coffee.,ditransitive
71,Mark served Edward some beer.,ditransitive
71,Dylan sent some juice to Bob.,transitive
71,Eddie kicked some acid to Doug.,transitive
71,George brought some soup to Jason.,transitive
71,Don threw some ink to John.,transitive
71,Thomas poured some soda on Paul.,caused-motion
71,Adam splashed some sand on Jack.,caused-motion
71,Charlie dropped some slime on David.,caused-motion
71,Andrew sprinkled some bleach on Bruce.,caused-motion
71,Steve covered Eric with some cream.,with-applicative
71,Aaron stained Mike with some yogurt.,with-applicative
71,Henry coated Tom with some water.,with-applicative
71,Frank plastered Michael with some tea.,with-applicative
72,Sam sent Jason some cream.,ditransitive
72,Thomas served Andrew some paint.,ditransitive
72,George handed Eric some milk.,ditransitive
72,Bill offered Jack some soda.,ditransitive
72,Joseph kicked some bleach to Chris.,transitive
72,Don brought some oil to William.,transitive
72,Fred chucked some tea to Harry.,transitive
72,Steve tossed some syrup to Bruce.,transitive
72,Henry dropped some yogurt on John.,caused-motion
72,Aaron dumped some beer on Adam.,caused-motion
72,Doug sprayed some shampoo on Charlie.,caused-motion
72,Paul sprinkled some slime on Jerry.,caused-motion
72,Tom plastered Frank with some honey.,with-applicative
72,James covered Eddie with some acid.,with-applicative
72,Joe rubbed Mike with some juice.,with-applicative
72,Mark dabbed Bob with some blood.,with-applicative
73,Fred threw Paul some slime.,ditransitive
73,Eric gave Bruce some soda.,ditransitive
73,Steve offered William some water.,ditransitive
73,Aaron passed Eddie some milk.,ditransitive
73,Bill sent some acid to Mike.,transitive
73,Jack tossed some paint to Frank.,transitive
73,Charlie kicked some soup to Henry.,transitive
73,Thomas brought some blood to John.,transitive
73,Joe sprinkled some gin on Bob.,caused-motion
73,Don dumped some coffee on Tom.,caused-motion
73,Chris spilled some wine on David.,caused-motion
73,Edward dropped some bleach on Jerry.,caused-motion
73,George brushed Dylan with some oil.,with-applicative
73,James sprayed Andrew with some yogurt.,with-applicative
73,Sam coated Jason with some beer.,with-applicative
73,Harry rubbed Mark with some cream.,with-applicative
74,Steve served Paul some ink.,ditransitive
74,Eddie offered Adam some whisky.,ditransitive
74,Henry passed Bill some gasoline.,ditransitive
74,Fred bought Michael some soup.,ditransitive
74,Harry handed some tea to William.,transitive
74,Edward threw some cream to Sam.,transitive
74,George brought some juice to David.,transitive
74,Dylan gave some blood to Chris.,transitive
74,Andrew splashed some slime on Doug.,caused-motion
74,Jerry dropped some shampoo on John.,caused-motion
74,Aaron poured some wine on Joe.,caused-motion
74,Bruce spilled some bleach on James.,caused-motion
74,Tom rubbed Jack with some syrup.,with-applicative
74,Thomas brushed Joseph with some vodka.,with-applicative
74,Charlie coated Bob with some milk.,with-applicative
74,Don sprayed Jason with some soda.,with-applicative
75,Edward brought Dylan some gasoline.,ditransitive
75,Jack lent Doug some slime.,ditransitive
75,Bruce offered William some acid.,ditransitive
75,James threw Eddie some soda.,ditransitive
75,Andrew chucked some cream to Frank.,transitive
75,Bob passed some whisky to Joe.,transitive
75,Aaron handed some sand to George.,transitive
75,Don sent some blood to Joseph.,transitive
75,Sam poured some wine on John.,caused-motion
75,Fred spilled some juice on Eric.,caused-motion
75,Harry dropped some honey on David.,caused-motion
75,Chris sprinkled some beer on Paul.,caused-motion
75,Steve brushed Michael with some water.,with-applicative
75,Jason coated Charlie with some oil.,with-applicative
75,Henry dabbed Mark with some ink.,with-applicative
75,Bill plastered Jerry with some bleach.,with-applicative
76,George handed Thomas some sand.,ditransitive
76,Mark bought David some shampoo.,ditransitive
76,Joseph sent Charlie some bleach.,ditransitive
76,Eric threw Bruce some cream.,ditransitive
76,Doug passed some paint to James.,transitive
76,Andrew kicked some beer to Jack.,transitive
76,Paul offered some wine to Jerry.,transitive
76,Edward brought some ink to Tom.,transitive
76,Chris splashed some syrup on Mike.,caused-motion
76,Dylan dropped some gin on Sam.,caused-motion
76,Jason sprayed some whisky on Joe.,caused-motion
76,Don spilled some tea on Henry.,caused-motion
76,Fred coated Michael with some water.,with-applicative
76,Harry covered William with some honey.,with-applicative
76,Steve plastered Bob with some gasoline.,with-applicative
76,Aaron rubbed Bill with some coffee.,with-applicative
77,Aaron offered Mike some paint.,ditransitive
77,George served Paul some shampoo.,ditransitive
77,Bob passed Dylan some tea.,ditransitive
77,Bill handed Don some milk.,ditransitive
77,Bruce chucked some gin to Jason.,transitive
77,Harry sent some acid to Andrew.,transitive
77,Sam kicked some gasoline to Joseph.,transitive
77,Tom threw some cream to William.,transitive
77,James dropped some vodka on Frank.,caused-motion
77,Henry splashed some juice on Eric.,caused-motion
77,Michael sprayed some coffee on Doug.,caused-motion
77,John poured some ink on Fred.,caused-motion
77,Mark coated Eddie with some whisky.,with-applicative
77,Thomas rubbed Jack with some sand.,with-applicative
77,Chris plastered David with some yogurt.,with-applicative
77,Jerry stained Charlie with some slime.,with-applicative
78,James brought Eric some cream.,ditransitive
78,Jason handed Chris some blood.,ditransitive
78,Edward bought John some soda.,ditransitive
78,Andrew offered Frank some coffee.,ditransitive
78,Thomas kicked some milk to Bob.,transitive
78,Tom passed some honey to Joe.,transitive
78,Bruce chucked some soup to Sam.,transitive
78,Aaron threw some gin to Dylan.,transitive
78,Fred sprayed some oil on David.,caused-motion
78,Paul poured some tea on Adam.,caused-motion
78,Steve splashed some yogurt on Jerry.,caused-motion
78,Doug spilled some slime on Mike.,caused-motion
78,Harry coated Henry with some water.,with-applicative
78,Jack dabbed George with some shampoo.,with-applicative
78,Charlie plastered Bill with some acid.,with-applicative
78,Michael covered Eddie with some gasoline.,with-applicative
79,Fred offered Mark some sand.,ditransitive
79,William gave John some vodka.,ditransitive
79,Aaron lent Chris some ink.,ditransitive
79,Andrew sent Jack some soup.,ditransitive
79,Joseph passed some whisky to Harry.,transitive
79,Don threw some paint to Eric.,transitive
79,Dylan handed some oil to Paul.,transitive
79,Joe tossed some cream to Jason.,transitive
79,Jerry dropped some bleach on George.,caused-motion
79,David poured some coffee on Bill.,caused-motion
79,Doug sprayed some slime on Charlie.,caused-motion
79,Bob sprinkled some tea on Michael.,caused-motion
79,Adam coated Sam with some water.,with-applicative
79,Steve stained Eddie with some beer.,with-applicative
79,Henry rubbed Frank with some milk.,with-applicative
79,Edward brushed Tom with some soda.,with-applicative
80,Mark served Charlie some gasoline.,ditransitive
80,Joseph sent Harry some tea.,ditransitive
80,James handed Thomas some bleach.,ditransitive
80,Tom offered Don some coffee.,ditransitive
80,Bruce passed some sand to Fred.,transitive
80,Chris gave some soup to Edward.,transitive
80,Sam chucked some beer to Bob.,transitive
80,Adam threw some milk to Jason.,transitive
80,Bill dumped some slime on Michael.,caused-motion
80,Jerry spilled some juice on Joe.,caused-motion
80,George sprinkled some soda on William.,caused-motion
80,Andrew poured some water on Steve.,caused-motion
80,Paul stained Aaron with some shampoo.,with-applicative
80,Mike dabbed John with some whisky.,with-applicative
80,Frank coated Henry with some vodka.,with-applicative
80,Jack covered Dylan with some honey.,with-applicative
81,Adam offered Jack some blood.,ditransitive
81,Harry threw Doug some oil.,ditransitive
81,Andrew served Charlie some tea.,ditransitive
81,Thomas gave William some gasoline.,ditransitive
81,Bob brought some beer to Aaron.,transitive
81,David handed some slime to Mark.,transitive
81,James chucked some paint to George.,transitive
81,Joseph passed some bleach to Edward.,transitive
81,Eric sprayed some yogurt on Sam.,caused-motion
81,Henry spilled some wine on Eddie.,caused-motion
81,Fred splashed some acid on Bill.,caused-motion
81,Dylan dumped some soup on Jason.,caused-motion
81,Michael brushed Frank with some whisky.,with-applicative
81,John rubbed Bruce with some sand.,with-applicative
81,Tom covered Don with some water.,with-applicative
81,Paul plastered Joe with some honey.,with-applicative
82,Chris sent Harry some vodka.,ditransitive
82,Jerry served Eddie some gasoline.,ditransitive
82,John threw Joe some acid.,ditransitive
82,Charlie lent Adam some water.,ditransitive
82,Frank handed some cream to Mike.,transitive
82,Joseph brought some soup to Tom.,transitive
82,Andrew kicked some coffee to Sam.,transitive
82,Mark offered some yogurt to Steve.,transitive
82,Dylan splashed some sand on Bruce.,caused-motion
82,David dropped some shampoo on William.,caused-motion
82,George sprinkled some soda on Aaron.,caused-motion
82,Jason poured some blood on Michael.,caused-motion
82,Edward brushed James with some tea.,with-applicative
82,Doug coated Henry with some gin.,with-applicative
82,Jack dabbed Fred with some beer.,with-applicative
82,Don stained Bob with some slime.,with-applicative
83,Fred brought Doug some bleach.,ditransitive
83,David sent William some gasoline.,ditransitive
83,Mike lent Edward some paint.,ditransitive
83,Eddie passed Jason some tea.,ditransitive
83,George gave some juice to Eric.,transitive
83,Bruce offered some whisky to Andrew.,transitive
83,Michael threw some ink to James.,transitive
83,Henry handed some wine to Charlie.,transitive
83,Joseph splashed some syrup on Chris.,caused-motion
83,Dylan dumped some soup on Steve.,caused-motion
83,Bob sprayed some sand on Sam.,caused-motion
83,Paul poured some blood on Don.,caused-motion
83,Frank coated Joe with some coffee.,with-applicative
83,Tom brushed Thomas with some soda.,with-applicative
83,Jack rubbed Bill with some slime.,with-applicative
83,Harry dabbed Aaron with some beer.,with-applicative
84,Dylan offered George some slime.,ditransitive
84,Jerry sent Joseph some ink.,ditransitive
84,Eddie served William some acid.,ditransitive
84,Jack passed Don some whisky.,ditransitive
84,Henry tossed some shampoo to Tom.,transitive
84,Mark handed some gin to Andrew.,transitive
84,Adam kicked some beer to Joe.,transitive
84,Steve brought some honey to Bob.,transitive
84,Michael sprinkled some juice on Edward.,caused-motion
84,Bruce dumped some bleach on Fred.,caused-motion
84,Sam splashed some vodka on Jason.,caused-motion
84,James dropped some wine on Mike.,caused-motion
84,Chris brushed Frank with some blood.,with-applicative
84,Paul dabbed Charlie with some syrup.,with-applicative
84,David coated Doug with some yogurt.,with-applicative
84,Eric covered John with some milk.,with-applicative
85,Harry gave James some gin.,ditransitive
85,Fred sent David some tea.,ditransitive
85,Sam threw Paul some cream.,ditransitive
85,Aaron brought Jason some whisky.,ditransitive
85,Edward passed some slime to Bill.,transitive
85,Eric chucked some ink to Mark.,transitive
85,Michael kicked some gasoline to Chris.,transitive
85,Bob tossed some syrup to Don.,transitive
85,Charlie spilled some shampoo on Doug.,caused-motion
85,Adam poured some yogurt on Henry.,caused-motion
85,Bruce sprayed some bleach on Thomas.,caused-motion
85,Dylan splashed some honey on Joe.,caused-motion
85,Steve plastered William with some oil.,with-applicative
85,George dabbed Jerry with some paint.,with-applicative
85,Frank rubbed Tom with some juice.,with-applicative
85,Mike covered Jack with some milk.,with-applicative
86,Paul passed Henry some juice.,ditransitive
86,George bought William some beer.,ditransitive
86,Charlie brought James some shampoo.,ditransitive
86,Tom threw John some milk.,ditransitive
86,Harry kicked some cream to Joseph.,transitive
86,Michael chucked some honey to Steve.,transitive
86,Jerry gave some bleach to Bob.,transitive
86,Andrew sent some gasoline to Adam.,transitive
86,Chris sprinkled some gin on Edward.,caused-motion
86,Sam dropped some soup on Bill.,caused-motion
86,David dumped some wine on Joe.,caused-motion
86,Thomas spilled some oil on Frank.,caused-motion
86,Mike stained Fred with some whisky.,with-applicative
86,Bruce brushed Jack with some water.,with-applicative
86,Don covered Jason with some sand.,with-applicative
86,Mark dabbed Doug with some vodka.,with-applicative
87,Don handed Mark some honey.,ditransitive
87,Bruce gave Fred some beer.,ditransitive
87,George lent Joe some wine.,ditransitive
87,Henry sent Jason some gasoline.,ditransitive
87,Chris tossed some acid to Jerry.,transitive
87,Mike passed some vodka to Harry.,transitive
87,John kicked some shampoo to Frank.,transitive
87,Dylan offered some yogurt to Paul.,transitive
87,Eric sprinkled some juice on Eddie.,caused-motion
87,Sam poured some blood on James.,caused-motion
87,Joseph splashed some oil on Bill.,caused-motion
87,Michael spilled some syrup on David.,caused-motion
87,Thomas rubbed Jack with some ink.,with-applicative
87,Edward covered Tom with some gin.,with-applicative
87,Aaron sprayed Doug with some bleach.,with-applicative
87,Adam brushed Andrew with some coffee.,with-applicative
88,Edward bought Mark some yogurt.,ditransitive
88,Henry threw Bob some soup.,ditransitive
88,Andrew gave Steve some paint.,ditransitive
88,Joe passed Doug some slime.,ditransitive
88,Paul brought some cream to Bruce.,transitive
88,Adam kicked some acid to Harry.,transitive
88,Michael chucked some ink to Charlie.,transitive
88,Frank offered some juice to Sam.,transitive
88,Eric sprinkled some tea on George.,caused-motion
88,Jason dumped some beer on Bill.,caused-motion
88,Joseph spilled some bleach on Jack.,caused-motion
88,Chris sprayed some water on Don.,caused-motion
88,Fred stained Jerry with some blood.,with-applicative
88,David brushed John with some shampoo.,with-applicative
88,James rubbed Eddie with some milk.,with-applicative
88,Thomas covered William with some soda.,with-applicative
89,Joe threw Sam some vodka.,ditransitive
89,Frank gave Chris some bleach.,ditransitive
89,William served Jerry some blood.,ditransitive
89,Jack lent Paul some ink.,ditransitive
89,Harry passed some oil to Michael.,transitive
89,Eddie sent some soup to Charlie.,transitive
89,Steve offered some syrup to Thomas.,transitive
89,Fred brought some paint to Bruce.,transitive
89,David poured some beer on Mark.,caused-motion
89,Aaron sprinkled some honey on Andrew.,caused-motion
89,Jason splashed some soda on Edward.,caused-motion
89,Mike sprayed some slime on Dylan.,caused-motion
89,Joseph rubbed Don with some gasoline.,with-applicative
89,John coated Bill with some water.,with-applicative
89,Eric plastered George with some gin.,with-applicative
89,Bob covered Adam with some acid.,with-applicative
90,Jack brought Fred some slime.,ditransitive
90,Doug threw Andrew some ink.,ditransitive
90,Jason passed Edward some bleach.,ditransitive
90,Bob bought Sam some shampoo.,ditransitive
90,Don handed some milk to Michael.,transitive
90,Adam gave some vodka to Steve.,transitive
90,Paul sent some gasoline to Harry.,transitive
90,George chucked some honey to Dylan.,transitive
90,Eddie dropped some soup on Eric.,caused-motion
90,Mike sprayed some yogurt on Frank.,caused-motion
90,Bill poured some syrup on Mark.,caused-motion
90,Joe dumped some sand on Aaron.,caused-motion
90,John dabbed Tom with some acid.,with-applicative
90,James brushed Henry with some beer.,with-applicative
90,Joseph coated William with some paint.,with-applicative
90,Thomas stained David with some juice.,with-applicative
91,Fred served Charlie some vodka.,ditransitive
91,Bill handed Eddie some coffee.,ditransitive
91,Sam sent Mark some oil.,ditransitive
91,Mike lent James some syrup.,ditransitive
91,Edward tossed some whisky to Joseph.,transitive
91,Harry threw some gin to Paul.,transitive
91,William gave some wine to John.,transitive
91,Bob offered some gasoline to Jerry.,transitive
91,Jason dropped some tea on Joe.,caused-motion
91,Michael splashed some paint on Steve.,caused-motion
91,Frank poured some ink on Don.,caused-motion
91,Doug sprayed some honey on Aaron.,caused-motion
91,Bruce plastered Henry with some cream.,with-applicative
91,Tom coated Andrew with some water.,with-applicative
91,Thomas brushed George with some acid.,with-applicative
91,Jack stained Dylan with some yogurt.,with-applicative
92,Adam bought Henry some acid.,ditransitive
92,Mike handed Bob some ink.,ditransitive
92,Edward brought Jack some gasoline.,ditransitive
92,Andrew served George some milk.,ditransitive
92,Joseph chucked some bleach to Thomas.,transitive
92,William tossed some oil to Harry.,transitive
92,Paul passed some blood to Steve.,transitive
92,Fred kicked some juice to Bruce.,transitive
92,Chris sprinkled some coffee on Jerry.,caused-motion
92,Aaron dumped some vodka on Mark.,caused-motion
92,John spilled some whisky on Eric.,caused-motion
92,Michael splashed some cream on David.,caused-motion
92,Eddie covered Dylan with some sand.,with-applicative
92,James rubbed Joe with some soup.,with-applicative
92,Tom brushed Sam with some honey.,with-applicative
92,Jason sprayed Frank with some beer.,with-applicative
93,James gave George some shampoo.,ditransitive
93,Sam passed Dylan some wine.,ditransitive
93,Tom lent Paul some slime.,ditransitive
93,Chris offered Jason some whisky.,ditransitive
93,Andrew tossed some gasoline to Jack.,transitive
93,John chucked some sand to Charlie.,transitive
93,Aaron kicked some milk to Bill.,transitive
93,Frank brought some water to Bob.,transitive
93,Steve splashed some tea on Joseph.,caused-motion
93,Michael dumped some honey on Jerry.,caused-motion
93,Adam sprinkled some vodka on Mark.,caused-motion
93,Don sprayed some syrup on Eric.,caused-motion
93,Henry coated Harry with some bleach.,with-applicative
93,David rubbed Bruce with some gin.,with-applicative
93,Doug brushed Mike with some soup.,with-applicative
93,Eddie stained Joe with some blood.,with-applicative
94,Steve passed William some acid.,ditransitive
94,Bob sent Jerry some slime.,ditransitive
94,Joseph brought George some blood.,ditransitive
94,Fred offered Bill some tea.,ditransitive
94,Joe chucked some gasoline to Doug.,transitive
94,James threw some water to Henry.,transitive
94,Eddie gave some cream to Chris.,transitive
94,Aaron tossed some ink to Thomas.,transitive
94,Jason poured some shampoo on Michael.,caused-motion
94,Mike sprinkled some gin on Charlie.,caused-motion
94,David dropped some vodka on Paul.,caused-motion
94,Bruce spilled some milk on Adam.,caused-motion
94,Mark coated Edward with some bleach.,with-applicative
94,Eric plastered Frank with some syrup.,with-applicative
94,Don dabbed Jack with some honey.,with-applicative
94,Dylan stained John with some paint.,with-applicative
95,Sam threw Michael some oil.,ditransitive
95,Chris brought Fred some gin.,ditransitive
95,Doug handed Henry some juice.,ditransitive
95,William sent Dylan some wine.,ditransitive
95,Eddie passed some milk to Tom.,transitive
95,Charlie chucked some ink to David.,transitive
95,Adam tossed some whisky to Mike.,transitive
95,George offered some acid to Joseph.,transitive
95,Jerry spilled some coffee on James.,caused-motion
95,Paul sprinkled some bleach on Aaron.,caused-motion
95,John dumped some blood on Bruce.,caused-motion
95,Bob splashed some soup on Steve.,caused-motion
95,Eric sprayed Frank with some gasoline.,with-applicative
95,Joe dabbed Bill with some water.,with-applicative
95,Jack brushed Mark with some soda.,with-applicative
95,Edward covered Harry with some syrup.,with-applicative
96,Joseph served Thomas some yogurt.,ditransitive
96,Don passed Eric some wine.,ditransitive
96,Aaron gave John some soda.,ditransitive
96,Frank sent Edward some beer.,ditransitive
96,Fred brought some cream to Bob.,transitive
96,Bruce handed some juice to Chris.,transitive
96,Andrew offered some milk to Michael.,transitive
96,Doug threw some ink to Eddie.,transitive
96,Jack sprayed some blood on George.,caused-motion
96,William spilled some vodka on Tom.,caused-motion
96,James poured some tea on Paul.,caused-motion
96,Adam splashed some sand on Dylan.,caused-motion
96,Jason rubbed Steve with some acid.,with-applicative
96,Henry coated Charlie with some coffee.,with-applicative
96,David brushed Joe with some slime.,with-applicative
96,Mark plastered Mike with some shampoo.,with-applicative
97,Aaron offered Joseph some wine.,ditransitive
97,Andrew bought Harry some slime.,ditransitive
97,Dylan threw Fred some whisky.,ditransitive
97,David sent Henry some gasoline.,ditransitive
97,Michael handed some blood to Eric.,transitive
97,William chucked some bleach to Tom.,transitive
97,John tossed some acid to Joe.,transitive
97,Jason passed some sand to Thomas.,transitive
97,Sam dropped some gin on Doug.,caused-motion
97,Adam sprinkled some cream on Steve.,caused-motion
97,Paul spilled some vodka on Bob.,caused-motion
97,Frank splashed some paint on Charlie.,caused-motion
97,Bill coated Chris with some tea.,with-applicative
97,Jerry stained Jack with some water.,with-applicative
97,Don sprayed Bruce with some yogurt.,with-applicative
97,James brushed Eddie with some milk.,with-applicative
98,Chris gave Frank some oil.,ditransitive
98,Henry brought Adam some coffee.,ditransitive
98,Mike passed Jason some gasoline.,ditransitive
98,Steve handed Eddie some cream.,ditransitive
98,David threw some whisky to Bruce.,transitive
98,Bill sent some shampoo to Joseph.,transitive
98,George kicked some tea to Mark.,transitive
98,Jerry offered some yogurt to Thomas.,transitive
98,John poured some water on Sam.,caused-motion
98,Tom splashed some slime on Eric.,caused-motion
98,Paul dumped some honey on Don.,caused-motion
98,Aaron spilled some acid on Joe.,caused-motion
98,Fred rubbed Michael with some paint.,with-applicative
98,Dylan coated Doug with some gin.,with-applicative
98,Edward plastered Bob with some milk.,with-applicative
98,William covered Harry with some wine.,with-applicative
99,Joe brought Doug some paint.,ditransitive
99,Adam threw Eddie some gin.,ditransitive
99,George passed Joseph some bleach.,ditransitive
99,Dylan gave Jack some syrup.,ditransitive
99,Tom handed some gasoline to James.,transitive
99,Charlie sent some yogurt to Sam.,transitive
99,Don tossed some ink to Chris.,transitive
99,Frank kicked some wine to William.,transitive
99,Thomas sprinkled some acid on Eric.,caused-motion
99,Aaron dumped some honey on Mark.,caused-motion
99,Henry sprayed some milk on Mike.,caused-motion
99,David spilled some oil on Bruce.,caused-motion
99,Paul plastered Steve with some soda.,with-applicative
99,Bill coated Fred with some blood.,with-applicative
99,John covered Jerry with some juice.,with-applicative
99,Edward brushed Andrew with some whisky.,with-applicative
